#CNES;CNPJ;NO_FANTASIA;UF;MUNICIPIO;DS_TIPO_UNIDADE;ACREDITACAO;ACREDITADORA
3211347;1021914000100;SAITG;DF;Brasília;COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;QMENTUM;IQG
7847459;454686000190;LAPAC UNIDADE 01 HSM;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);QMENTUM;IQG
9437428;454686000603;LAPAC UNIDADE 04 CLINICA CARDIOMEDICI;DF;Brasília;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);QMENTUM;IQG
9339698;603226000934;HOME DOCTOR;DF;Brasília;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);QMENTUM;IQG
3201694;79361127000510;FUNDACAO PRO RIM;SC;Balneário Camboriú;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);QMENTUM;IQG
6680305;11096423000173;HOSPITAL BAIA SUL;SC;Florianópolis;HOSPITAL GERAL;QMENTUM;IQG
6988938;6047087003073;HOSPITAL VIVALLE;SP;São José dos Campos;HOSPITAL GERAL;QMENTUM;IQG
9877665;603226000349;HOME DOCTOR;SP;São José dos Campos;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);QMENTUM;IQG
2077655;60979457000111;ASSOC AACD V CLEMENTINO;SP;São Paulo;HOSPITAL ESPECIALIZADO;QMENTUM;IQG
7208154;17214840000150;IBIS;BA;Salvador;POLICLINICA;QMENTUM;IQG
262404;8965795000265;GUANABARA HOME CARE;RJ;Volta Redonda;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);QMENTUM;IQG
7713991;60910411001460;LOTTEN EYES OFTALMOLOGIA OSASCO;SP;Osasco;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
2082527;43964931000112;SANTA CASA DE ARARAQUARA;SP;Araraquara;HOSPITAL GERAL;QMENTUM;IQG
7916809;5843380000140;CARDIO VIDA;DF;Brasília;CLINICA/CENTRO DE ESPECIALIDADE;QMENTUM;IQG
2043432;50723774000119;BANCO DE SANGUE HOSPITAL SAO LUCAS RIB PRETO;SP;Ribeirão Preto;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;QMENTUM;IQG
9763023;18072050000140;CEANE;RJ;Cabo Frio;CONSULTORIO ISOLADO;QMENTUM;IQG
5712068;82996703000348;HOSPITAL UNIMED CRICIUMA;SC;Criciúma;HOSPITAL GERAL;QMENTUM;IQG
2789590;6047087000724;HOSPITAL E MATERNIDADE BRASIL;SP;Santo André;HOSPITAL GERAL;QMENTUM;IQG
9677755;603226000420;HOME DOCTOR FORNECIMENTO DE INFRAESTRUTURA DE APOIO E ASSIST;SP;Santos;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);QMENTUM;IQG
2077531;60961968000106;A C CAMARGO CANCER CENTER;SP;São Paulo;HOSPITAL ESPECIALIZADO;QMENTUM;IQG
417769;384013000373;VITA IMAGEM FILIAL 2;PR;Foz do Iguaçu;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);QMENTUM;IQG
6648606;2368683000160;SAU;PA;Belém;COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;QMENTUM;IQG
2131102;17413469000155;INSTITUTO DONATO DE OFTALMOLOGIA LTDA;MG;Poços de Caldas;HOSPITAL/DIA - ISOLADO;QMENTUM;IQG
9794093;12082912000139;RECIFE HOME CARE ASSISTENCIA MEDICA DOMICILIAR LTDA;PE;Recife;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);QMENTUM;IQG
164216;18005783000161;FORTALEZA HOME CARE;CE;Fortaleza;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);QMENTUM;IQG
3356868;87827689002405;HOSPITAL UNIMED CAXIAS DO SUL;RS;Caxias do Sul;HOSPITAL GERAL;SBHCI;IQG
11738;28137925000106;HOSPITAL SANTA RITA DE CASSIA;ES;Vitória;HOSPITAL ESPECIALIZADO;SBHCI;IQG
2223546;88633227000115;HOSPITAL POMPEIA;RS;Caxias do Sul;HOSPITAL GERAL;SBHCI;IQG
